id	identification
GB_GCA_002698965.1	UBA721 sp002698965
RS_GCF_003234355.1	Curtobacterium sp003234355
GB_GCA_003154375.1	FEN-1329 sp003154375
GB_GCA_001817765.1	O2-12-FULL-44-13 sp001817765
GB_GCA_000432255.1	CAG-878 sp000432255
GB_GCA_002719955.1	UBA4427 sp002719955
GB_GCA_003446975.1	38-11 sp003446975
RS_GCF_000711825.1	Clostridium_R aminophilum
RS_GCF_001553195.1	Mycoplasmopsis_A canis
RS_GCF_002086345.1	Mycobacterium marseillense
GB_GCA_000438195.1	CAG-776 sp000438195
GB_GCA_003246935.1	Mangrovibacterium sp003246935
GB_GCA_002399445.1	UBA4871 sp002399445
RS_GCF_900114825.1	Pseudomonas_D yangmingensis
RS_GCF_000188155.2	Methylocystis sp000188155
RS_GCF_001625575.1	Pseudoalteromonas luteoviolacea_E
GB_GCA_003506065.1	UBA11398 sp003506065
RS_GCF_900100955.1	Lentzea fradiae
RS_GCF_900114995.1	Chitinophaga sp900114995
RS_GCF_002849715.1	Arthrobacter_F crystallopoietes
GB_GCA_000434035.1	CAG-452 sp000434035
RS_GCF_001676585.1	Raphidiopsis raciborskii
RS_GCF_000227215.1	Acidithiobacillus thiooxidans
RS_GCF_000702785.1	Mycoplasmopsis primatum
RS_GCF_001467745.1	Tatlockia jamestowniensis
GB_GCA_002450515.1	UBA6952 sp002450515
GB_GCA_003278305.1	AG-363-N16 sp003278305
GB_GCA_002254335.1	4484-276 sp002254335
GB_GCA_002702965.1	UBA9264 sp002702965
GB_GCA_002491905.1	UBA3282 sp002491905
GB_GCA_003219265.1	AV133 sp003219265
GB_GCA_002422995.1	Rugosibacter sp002422995
GB_GCA_002709005.1	Hoeflea sp002709005
GB_GCA_003483345.1	Sedimentibacter sp003483345
GB_GCA_001790575.1	UBA10212 sp001790575
GB_GCA_002685815.1	GCA-2685815 sp002685815
RS_GCF_003003355.1	Donghicola tyrosinivorans
GB_GCA_900469625.1	Ensifer sp900469625
RS_GCF_003003055.1	SCGC-AAA027-K21 sp003003055
GB_GCA_000993205.1	GWB1-39-10 sp000993205
GB_GCA_001464915.1	Porphyrobacter sp001464915
GB_GCA_002329255.1	UBA1441 sp002329255
GB_GCA_002293315.1	UBA945 sp002293315
RS_GCF_001418285.1	Streptomyces sp001418285
GB_GCA_900316335.1	CAG-110 sp900316335
RS_GCF_002163975.1	HT-58-2 sp002163975
RS_GCF_002263215.1	Actinobacillus_B seminis
RS_GCF_900103285.1	Siphonobacter aquaeclarae
RS_GCF_001295975.1	Brevundimonas sp001295975
RS_GCF_900155685.1	Paenibacillus_Q bouchesdurhonensis
RS_GCF_900176385.1	Janibacter indicus
RS_GCF_002096355.1	Streptococcus oralis_T
RS_GCF_000949635.1	Brocadia sinica
RS_GCF_000299335.2	Alcanivorax_A pacificus
RS_GCF_000735375.1	Hafnia alvei
RS_GCF_900078395.1	Anaerotruncus rubiinfantis
RS_GCF_000620465.1	Ralstonia sp000620465
RS_GCF_000193205.1	Aerococcus urinae_A
GB_GCA_003539755.1	Clostridium sp003539755
GB_GCA_003509845.1	UBA8137 sp003509845
GB_GCA_002731575.1	UBA4421 sp002731575
GB_GCA_003132605.1	Palsa-1188 sp003132605
GB_GCA_003543245.1	UBA2031 sp003543245
RS_GCF_001308875.1	Lysinibacillus sp001308875
GB_GCA_002816715.1	Casp-Chloro-G3 sp002816715
GB_GCA_002469625.1	Stenotrophomonas maltophilia_Z
GB_GCA_001783525.1	UBA918 sp001783525
GB_GCA_003280485.1	Pelagibacter sp003280485
GB_GCA_003142295.1	Fen-1135 sp003142295
RS_GCF_003053925.1	MWH-TA3 sp003053925
GB_GCA_002306875.1	Spongiibacter sp002306875
RS_GCF_002179635.1	Campylobacter_D jejuni_C
RS_GCF_000378445.1	Deinococcus aquatilis
RS_GCF_001668625.1	Mycolicibacillus sp001668625
RS_GCF_000799195.1	Chryseobacterium sp000799195
RS_GCF_002269385.1	Maribacter cobaltidurans
RS_GCF_002287065.1	Paracoccus sp002287065
RS_GCF_000021325.1	Gluconacetobacter diazotrophicus
RS_GCF_002797325.1	Bacillus_S sp002797325
GB_GCA_002483305.1	Brevundimonas sp002483305
RS_GCF_002258315.1	Rhodococcus sp002258315
RS_GCF_002015115.1	Haemophilus_E paracuniculus
GB_GCA_002868925.1	BM707 sp002868925
RS_GCF_002155965.1	Allokutzneria sp002155965
GB_GCA_000180055.1	Streptococcus downei
RS_GCF_900110345.1	Amphibacillus_B marinus
RS_GCF_900148505.1	Pseudoxanthobacter soli
GB_GCA_002412985.1	Methylocystis sp002412985
GB_GCA_002783145.1	Nioella sp002783145
GB_GCA_002307245.1	UBA1306 sp002307245
RS_GCF_002100145.1	Vibrio sp002100145
GB_GCA_001828595.1	Scalindua sp001828595
GB_GCA_002311335.1	UBA1149 sp002311335
GB_GCA_002384685.1	BACL14 sp002384685
RS_GCF_003031585.1	Halocynthiibacter sp003031585
GB_GCA_001314655.1	HLUCCA08 sp001314655
GB_GCA_001769925.1	RBG-16-40-8 sp001769925
RS_GCF_900091855.1	Streptomyces_B sp900091855
RS_GCF_000380145.1	Streptococcus thoraltensis
RS_GCF_000331535.1	Fulvivirga imtechensis
GB_GCA_003252395.1	Spiro-10 sp003252395
RS_GCF_001808705.1	Streptococcus sp001808705
RS_GCF_000934725.1	Methyloterricola oryzae
GB_GCA_001603025.1	Firm-10 sp001603025
RS_GCF_003208235.1	Pseudomonas_E sp003208235
RS_GCF_900111355.1	Isobaculum melis
GB_GCA_002401525.1	GCA-002402085 sp002401525
RS_GCF_000518545.1	Prevotella seregens
RS_GCF_000154525.1	Bacteroides stercoris
RS_GCF_001952075.1	Bartonella apis
GB_GCA_002378665.1	UBA3435 sp002378665
GB_GCA_002753255.1	GCA-2753255 sp002753255
GB_GCA_002309765.1	UBA1200 sp002309765
GB_GCA_001769855.1	GWA2-49-15 sp001769855
GB_GCA_003509025.1	TMED48 sp003509025
RS_GCF_000613125.1	Bacillus_D sp000613125
GB_GCA_001794945.1	GWC2-73-18 sp001794945
GB_GCA_003213595.1	AG-422-E19 sp003213595
RS_GCF_002165785.1	Campylobacter_A concisus_W
RS_GCF_900110205.1	Rhizobium tibeticum
GB_GCA_002338615.1	UBA1844 sp002338615
RS_GCF_900215245.1	Pseudomonas_E fluorescens
RS_GCF_000720135.1	Streptomyces sp000720135
RS_GCF_000752675.2	Olsenella_B sp000752675
RS_GCF_000425545.1	Sporosarcina ureae
RS_GCF_000008025.1	Wolbachia sp000008025
GB_GCA_003250455.1	UBA11579 sp003250455
GB_GCA_002722515.1	UBA8079 sp002722515
GB_GCA_000432895.1	CAG-449 sp000432895
RS_GCF_003073475.1	F0332 sp003073475
GB_GCA_001795235.1	RBG-16-64-32 sp001795235
GB_GCA_002724435.1	GCA-002694895 sp002724435
GB_GCA_001778495.1	MFHE01 sp001778495
GB_GCA_002401345.1	GCA-2401345 sp002401345
RS_GCF_002102095.1	Mycobacterium conspicuum
GB_GCA_001791045.1	2-01-FULL-63-20 sp001791045
RS_GCF_000020025.1	Nostoc punctiforme
RS_GCF_001597745.1	Trichormus sp001597745
GB_GCA_002784505.1	YC2-FULL-38-9 sp002784505
RS_GCF_002243385.1	Mogibacterium pumilum
RS_GCF_001552155.1	Spirillospora formosensis
RS_GCF_000760115.1	Prochlorococcus_A marinus_D
RS_GCF_001023535.1	Pseudomonas_E chlororaphis_E
RS_GCF_001123825.1	Yersinia kristensenii_C
RS_GCF_000758755.1	Pauljensenia sp000758755
RS_GCF_000055945.1	Lawsonia intracellularis
RS_GCF_000382885.1	Sphingobium japonicum_C
RS_GCF_002307495.1	Pseudomonas_D abyssi
RS_GCF_000190555.1	Deinococcus proteolyticus
GB_GCA_002457715.1	MED-G14 sp002457715
GB_GCA_002683345.1	UBA11663 sp002683345
GB_GCA_003241695.1	Methylopila novella
GB_GCA_002305615.1	UBA1412 sp002305615
GB_GCA_002729195.1	UBA12578 sp002729195
GB_GCA_002721375.1	UBA1096 sp002721375
RS_GCF_003205205.1	Pseudomonas_E sp003205205
GB_GCA_003524085.1	CAG-628 sp003524085
GB_GCA_003242675.1	Symbiobacterium sp003242675
GB_GCA_001313085.1	BBFE01 sp001313085
RS_GCF_900198195.1	Tenacibaculum jejuense
RS_GCF_002263495.1	Nocardiopsis_C gilva
RS_GCF_000622405.1	Sulfitobacter donghicola
RS_GCF_001999335.1	Rodentibacter sp001999335
RS_GCF_000737595.1	Synechococcus_C sp000737595
RS_GCF_900092135.1	Raineyella antarctica
RS_GCF_001507545.1	Ruegeria profundi
RS_GCF_002252505.1	Ochrobactrum_A grignonense
RS_GCF_000799465.1	Psychroserpens sp000799465
RS_GCF_001043025.1	Pseudomonas_E helleri
GB_GCA_001822065.1	XYD1-FULL-39-28 sp001822065
GB_GCA_002720475.1	Roseovarius sp002720475
GB_GCA_001794015.1	2-01-FULL-39-28 sp001794015
GB_GCA_002344895.1	UBA2333 sp002344895
GB_GCA_002695785.1	Hyphomonas sp002695785
GB_GCA_002431805.1	Senegalimassilia sp002431805
GB_GCA_002395065.1	UBA3207 sp002395065
RS_GCF_900475325.1	Pseudomonas_E lemoignei
GB_GCA_002348725.1	Marinisoma sp002348725
RS_GCF_003013245.1	Bergeriella iguanae
RS_GCF_002836055.1	Psychroflexus sp002836055
GB_GCA_002919265.1	ZC4RG25 sp002919265
GB_GCA_003265735.1	Brevibacillus_B laterosporus_D
RS_GCF_900155435.1	Pauljensenia provencensis
RS_GCF_900099715.1	Saccharofermentans sp900099715
RS_GCF_002803295.1	Caedibacter taeniospiralis
RS_GCF_900103805.1	Cryobacterium flavum
RS_GCF_001646785.1	Rhodococcus phenolicus
RS_GCF_000506865.1	Pelistega indica
RS_GCF_000188015.2	Streptococcus ictaluri
GB_GCA_002836715.1	Psychrobacter sp002836715
RS_GCF_001636945.1	Streptomyces sp001636945
RS_GCF_002850555.1	Enterococcus_D sp002850555
RS_GCF_000426865.1	Geobacter_A bremensis
RS_GCF_000963885.1	Tanticharoenia sakaeratensis
RS_GCF_002003425.1	Pseudomonas_E koreensis_A
GB_GCA_003075525.1	Pararhodobacter aggregans
RS_GCF_000403845.2	14-2 sp000403845
RS_GCF_001424755.1	Marmoricola sp001424755
RS_GCF_001693275.1	Limnothrix sp001693275
GB_GCA_002404835.1	UBA7642 sp002404835
GB_GCA_003487665.1	CAG-83 sp003487665
GB_GCA_003512445.1	Pantoea sp003512445
RS_GCF_002979865.1	Glutamicibacter sp002979865
GB_GCA_900469475.1	Rhizobium sp900469475
GB_GCA_900316955.1	RC9 sp900316955
GB_GCA_003133665.1	RAAP-2 sp003133665
GB_GCA_002373855.1	NK4A136 sp002373855
RS_GCF_900115285.1	Marinobacter daqiaonensis
GB_GCA_003151375.1	PALSA-927 sp003151375
RS_GCF_001875325.1	Moorella thermoacetica_A
RS_GCF_000376245.1	Acaricomes phytoseiuli
RS_GCF_001423185.1	Plantibacter sp001423185
RS_GCF_002358085.1	Thioclava arenosa
RS_GCF_001718315.1	Burkholderia diffusa
RS_GCF_900115685.1	Variovorax sp900115685
GB_GCA_002748415.1	GCA-002748415 sp002748415
GB_GCA_002709225.1	UBA9264 sp002709225
GB_GCA_900319795.1	UBA1066 sp900319795
GB_GCA_002729515.1	GCA-2729515 sp002729515
GB_GCA_900314885.1	Catonella sp900314885
GB_GCA_003155795.1	Fen-1247 sp003155795
GB_GCA_001429255.1	Cellulomonas sp001429255
GB_GCA_003260325.1	GN02-872 sp003260325
RS_GCF_900111405.1	Salinibacillus kushneri
GB_GCA_001773215.1	OXYB2-FULL-41-6 sp001773215
GB_GCA_002401195.1	UBA1664 sp002401195
GB_GCA_001304875.1	UC5-1-2E3 sp001304875
RS_GCF_000317025.1	Hydrococcus minor
RS_GCF_000963865.1	Muricauda_A lutaonensis
RS_GCF_000702425.1	Thermocrinis sp000702425
RS_GCF_000379485.1	Wenxinia marina
RS_GCF_002237615.1	Erythrobacter_A flavus
RS_GCF_001436755.1	Lactobacillus_O aquaticus
RS_GCF_000832065.1	Nitrosospira sp000832065
GB_GCA_001780985.1	01-FULL-43-11b sp001780985
RS_GCF_900012625.1	Agrobacterium sp900012625
RS_GCF_000222585.1	Vibrio scophthalmi
RS_GCF_001580195.1	Akkermansia sp001580195
RS_GCF_000482325.1	Bacillus_W sp000482325
RS_GCF_002165305.1	Acinetobacter sp002165305
RS_GCF_000722635.1	Endozoicomonas numazuensis
GB_GCA_002791575.1	Mariprofundus sp002791575
GB_GCA_002373205.1	Treponema_D sp002373205
GB_GCA_002712395.1	UBA1268 sp002712395
GB_GCA_002413145.1	UBA5184 sp002413145
RS_GCF_003290085.1	Idiomarina sp003290085
RS_GCF_002902755.1	Staphylococcus_A lentus
GB_GCA_003153495.1	Palsa-1150 sp003153495
RS_GCF_002797375.1	FJAT-46582 sp002797375
GB_GCA_003543115.1	UBA8518 sp003543115
GB_GCA_000724175.1	GBChlB sp000724175
RS_GCF_000420505.1	Alloscardovia omnicolens
GB_GCA_002726205.1	GCA-2726205 sp002726205
GB_GCA_002748355.1	GCA-2748355 sp002748355
RS_GCF_001559775.1	Streptobacillus felis
RS_GCF_001552935.1	DNF00809 sp001552935
RS_GCF_000023905.1	Leptotrichia buccalis
RS_GCF_002021565.1	Paenibacillus_K selenitireducens
RS_GCF_002269345.1	Altererythrobacter_B mangrovi
GB_GCA_002311135.1	UBA1162 sp002311135
RS_GCF_001423525.1	Pseudarthrobacter sp001423525
RS_GCF_001541315.1	Agrobacterium tumefaciens
RS_GCF_900156675.1	Oleibacter marinus
RS_GCF_900113585.1	Cryobacterium levicorallinum
GB_GCA_002406115.1	UBA4626 sp002406115
RS_GCF_000313175.2	Leptospira santarosai
RS_GCF_001423335.1	Aeromicrobium sp001423335
RS_GCF_000284095.1	Selenomonas_A ruminantium_A
RS_GCF_000195275.1	Treponema_D succinifaciens
RS_GCF_000633255.1	Pseudomonas_E sp000633255
RS_GCF_000382145.1	Psychrobacter lutiphocae
RS_GCF_000482705.1	Glycomyces arizonensis
RS_GCF_900104225.1	Streptococcus equinus_D
RS_GCF_900116365.1	Zhouia amylolytica
RS_GCF_001189955.1	Herbaspirillum chlorophenolicum
RS_GCF_001050375.1	Catenovulum maritimum
GB_GCA_002694855.1	UBA9145 sp002694855
GB_GCA_002372935.1	CAG-269 sp002372935
GB_GCA_003313305.1	Vallitalea guaymasensis
GB_GCA_002702875.1	TMED96_A sp002702875
RS_GCF_000315795.1	Caenispirillum salinarum
RS_GCF_000421145.1	Glaciibacter superstes
RS_GCF_000739695.1	Tepidicaulis marinus
RS_GCF_000518405.1	Tenacibaculum sp000518405
RS_GCF_000377785.1	Thioalkalivibrio sp000377785
RS_GCF_002727065.1	Notoacmeibacter sp002727065
RS_GCF_001642835.1	Tamlana_A agarivorans
RS_GCF_001487125.1	Gabonibacter massiliensis
RS_GCF_000939975.1	Pseudomonas_D saudimassiliensis
RS_GCF_002101745.1	Mycobacterium kubicae
RS_GCF_000970345.1	Robbsia andropogonis
GB_GCA_002780805.1	UBA10183 sp002780805
GB_GCA_002393195.1	UBA3824 sp002393195
GB_GCA_003248775.1	Allorhizobium sp003248775
GB_GCA_003487125.1	Collinsella sp003487125
GB_GCA_003444615.1	DTU018 sp003444615
RS_GCF_000711965.1	Actinomyces israelii
GB_GCA_002783485.1	1-14-0-65-65-10 sp002783485
GB_GCA_001794755.1	GWA2-44-10 sp001794755
GB_GCA_002104535.1	Colwellia sediminilitoris
GB_GCA_003542615.1	UBA12405 sp003542615
RS_GCF_003259155.1	SW121 sp003259155
RS_GCF_900102875.1	Halomonas_B pantelleriensis
GB_GCA_002345675.1	UBA2287 sp002345675
GB_GCA_002842925.1	Porphyrobacter sp002842925
GB_GCA_002717805.1	UBA2985 sp002717805
RS_GCF_900101295.1	Clostridium_R aminophilum_A
GB_GCA_002704685.1	GCA-002707645 sp002704685
GB_GCA_003165355.1	BOG-1370 sp003165355
RS_GCF_900156455.1	Microbacterium sp900156455
RS_GCF_000383095.1	B12 sp000383095
GB_GCA_002704755.1	TMED25 sp002704755
RS_GCF_002591745.1	Lewinella_A sp002591745
RS_GCF_002250835.1	Romboutsia_A weinsteinii
RS_GCF_002211145.1	Pacificimonas flava_A
RS_GCF_002834385.1	Rahnella sp002834385
RS_GCF_001418495.1	Streptomyces pathocidini
GB_GCA_002482845.1	OLB9 sp002482845
GB_GCA_900319895.1	Prevotella sp900319895
GB_GCA_002786505.1	LS-NOB sp002786505
GB_GCA_002441445.1	Candidimonas sp002441445
GB_GCA_002712125.1	GCA-002708145 sp002712125
GB_GCA_002426885.1	UBA5532 sp002426885
GB_GCA_001791305.1	XYB2-FULL-45-11 sp001791305
RS_GCF_001718195.1	Paraburkholderia_B nodosa_A
RS_GCF_000157995.1	Holdemania filiformis
RS_GCF_001500025.1	Mycolicibacterium sp001500025
RS_GCF_000421485.1	Desulfurobacterium_A sp000421485
RS_GCF_002160065.1	An2-A sp002160065
RS_GCF_001597725.1	Neptuniibacter marinus
RS_GCF_000631985.1	Pseudomonas_E sp000631985
RS_GCF_001866075.1	Anaerobacillus isosaccharinicus
RS_GCF_000701505.1	Dyadobacter crusticola
RS_GCF_900068845.1	Pantoea ludwigii_A
RS_GCF_002091755.1	Pseudomonas nitroreducens
RS_GCF_000520495.1	Arthrobacter_C sp000520495
GB_GCA_001464455.1	OLB17 sp001464455
RS_GCF_900188385.1	Niveispirillum sp900188385
RS_GCF_001423405.1	Methylobacterium sp001423405
RS_GCF_900120195.1	Blautia_A sp900120195
RS_GCF_001552435.1	Kribbia dieselivorans
RS_GCF_003260995.1	Acetobacterium sp003260995
RS_GCF_001457635.1	Streptococcus pneumoniae
GB_GCA_900469965.1	Mycoplana sp900469965
GB_GCA_002369155.1	UBA3766 sp002369155
GB_GCA_002298695.1	CAG-170 sp002298695
GB_GCA_002315375.1	Treponema_D sp002315375
GB_GCA_003520965.1	UBA10806 sp003520965
GB_GCA_003223515.1	Gp1-AA17 sp003223515
GB_GCA_003268675.1	Streptomyces bacillaris
GB_GCA_002779345.1	20-14-0-80-50-8 sp002779345
GB_GCA_002714815.1	MS024-2A sp002714815
GB_GCA_001774075.1	2-02-FULL-45-18 sp001774075
GB_GCA_002414205.1	Gallionella sp002414205
RS_GCF_000621705.1	Prolixibacter bellariivorans
RS_GCF_000161975.1	Eubacterium_N saphenum
GB_GCA_002457215.1	UBA9145 sp002457215
RS_GCF_000983115.1	Syntrophomonas_B zehnderi
RS_GCF_900176595.1	Aquiflexum balticum
RS_GCF_000730645.1	Pseudomonas_E parafulva
RS_GCF_900166645.1	Bacillus sonorensis_A
RS_GCF_900012615.1	Agrobacterium sp900012615
GB_GCA_002701295.1	Ponticaulis sp002701295
GB_GCA_002438785.1	UBA4855 sp002438785
GB_GCA_002350725.1	UBA1221 sp002350725
RS_GCF_002938425.1	Blastococcus atacamensis
GB_GCA_003164925.1	BOG-938 sp003164925
RS_GCF_003143555.1	HMF8227 sp003143555
GB_GCA_001778695.1	GWA1-44-29 sp001778695
GB_GCA_002344205.1	UBA2377 sp002344205
GB_GCA_002345745.1	UBA2282 sp002345745
RS_GCF_900094885.1	Bifidobacterium commune
GB_GCA_002350615.1	RC9 sp002350615
GB_GCA_001784555.1	2-02-FULL-34-12 sp001784555
GB_GCA_900316145.1	RUG159 sp900316145
RS_GCF_001675285.1	Elizabethkingia miricola
RS_GCF_000711305.1	Hydrogenovibrio sp000711305
RS_GCF_000212855.1	Streptococcus sanguinis_A
RS_GCF_000698185.1	Geomicrobium sp000698185
RS_GCF_002216855.1	Paraphotobacterium marinum
RS_GCF_000819745.1	Aeromonas bestiarum
RS_GCF_000740015.1	Vibrio diazotrophicus
GB_GCA_002410825.1	Proteiniphilum sp002410825
GB_GCA_900313725.1	RUG832 sp900313725
GB_GCA_900314455.1	Prevotella sp900314455
GB_GCA_002369175.1	UBA3796 sp002369175
GB_GCA_002839245.1	SZUA-370 sp002839245
GB_GCA_003232175.1	SZUA-8 sp003232175
GB_GCA_002329545.1	UBA1443 sp002329545
GB_GCA_001782035.1	01-FULL-36-15b sp001782035
GB_GCA_001820785.1	2-01-FULL-51-34 sp001820785
RS_GCF_001557875.1	Vibrio splendidus_F
RS_GCF_001612575.1	Streptobacillus notomytis
RS_GCF_000210375.1	Arthrospira platensis
RS_GCF_003129605.1	Hyphobacterium sp003129605
GB_GCA_002336805.1	UBA1941 sp002336805
RS_GCF_000191725.1	Anaerococcus prevotii_A
RS_GCF_001894865.1	Rhodococcus maanshanensis
RS_GCF_000368765.1	Acinetobacter junii
RS_GCF_002029295.1	Clostridium_Y thermoalcaliphilum
RS_GCF_001665295.1	Mycobacterium sp001665295
GB_GCA_003168335.1	UBA11740 sp003168335
RS_GCF_900142675.1	Bacillus_H rhizosphaerae
GB_GCA_001543005.1	LS-SOB sp001543005
GB_GCA_003249645.1	SZUA-575 sp003249645
GB_GCA_000438115.1	CAG-617 sp000438115
RS_GCF_000428805.1	Corynebacterium freiburgense
GB_GCA_003136215.1	Solibacter sp003136215
RS_GCF_002892795.1	Arthrobacter sp002892795
RS_GCF_900143145.1	SoCistrobi sp900143145
GB_GCA_002342175.1	UBA2653 sp002342175
GB_GCA_003223425.1	UBA4720 sp003223425
RS_GCF_002368335.1	NIES-4103 sp002368335
RS_GCF_002836745.1	Glaciecola sp002836745
GB_GCA_002479645.1	ISDg sp002479645
RS_GCF_000817815.1	Vibrio owensii
RS_GCF_002368235.1	Tolypothrix_B sp002368235
RS_GCF_000340435.2	Mycobacterium haemophilum
RS_GCF_002287075.1	Aliifodinibius sp002287075
GB_GCA_002473165.1	Succinivibrio sp002473165
RS_GCF_900009135.1	Planktothrix sp900009135
RS_GCF_001029435.1	Photobacterium aphoticum
RS_GCF_000171235.2	Geminisphaera colitermitum
RS_GCF_000688515.1	Afifella pfennigii
RS_GCF_000359605.1	Gracilibacillus halophilus
GB_GCA_001871085.1	Desulfovibrio_P sp001871085
RS_GCF_000752095.2	Erysipelatoclostridium sp000752095
RS_GCF_002752575.1	Erwinia sp002752575
RS_GCF_003012775.1	Zobellella sp003012775
RS_GCF_000620665.1	Sphingomonas_A sp000620665
RS_GCF_002051585.1	Ruminiclostridium_A hungatei
GB_GCA_003131635.1	Sulfotelmatobacter sp003131635
GB_GCA_003153335.1	PALSA-1005 sp003153335
GB_GCA_002748575.1	GCA-2748575 sp002748575
GB_GCA_000435555.1	CAG-83 sp000435555
GB_GCA_003452695.1	UBA9715 sp003452695
GB_GCA_003509725.1	UBA1100 sp003509725
GB_GCA_003477045.1	UBA12480 sp003477045
GB_GCA_003209155.1	Synechococcus_C sp003209155
GB_GCA_001799735.1	UBA9959 sp001799735
GB_GCA_003217965.1	AV69 sp003217965
GB_GCA_003210825.1	Prochlorococcus_A sp003210825
RS_GCF_900143645.1	Anaerocolumna xylanovorans
RS_GCF_000378345.1	Hirschia maritima
GB_GCA_001438925.1	Planktophila sp001438925
RS_GCF_900113175.1	Planifilum fulgidum
RS_GCF_003027925.1	Micromonospora sp003027925
RS_GCF_002102175.1	Mycobacterium gastri
RS_GCF_000403415.2	Dubosiella sp000403415
RS_GCF_001890765.1	Spirulina major
RS_GCF_900129875.1	Marivita hallyeonensis
RS_GCF_900184095.1	Vibrio mangrovi
RS_GCF_000012365.1	Burkholderia thailandensis
RS_GCF_000236785.1	Achromobacter arsenitoxydans
GB_GCA_002255925.1	Vitreoscilla_A sp002255925
RS_GCF_000425185.1	Pleomorphomonas koreensis
RS_GCF_003063505.1	Limnohabitans sp003063505
GB_GCA_002347755.1	UBA2253 sp002347755
GB_GCA_002718015.1	UBA8366 sp002718015
GB_GCA_002708415.1	GCA-2708415 sp002708415
GB_GCA_002390485.1	Luminiphilus sp002390485
GB_GCA_002491605.1	UBA1409 sp002491605
GB_GCA_002708305.1	UBA7326 sp002708305
GB_GCA_001602885.1	RC9 sp001602885
GB_GCA_003530515.1	Psychrobacter sp003530515
GB_GCA_003525925.1	Thiohalocapsa sp003525925
GB_GCA_001819335.1	MHMH01 sp001819335
RS_GCF_900240845.1	Peptostreptococcus sp900240845
GB_GCA_000961585.1	BRHc4a sp000961585
GB_GCA_002413265.1	UBA5177 sp002413265
RS_GCF_001429295.1	Flavobacterium sp001429295
RS_GCF_000497405.1	Streptomyces sp000497405
RS_GCF_000961515.1	Paraburkholderia fungorum
RS_GCF_001485665.1	Massilia_B sp001485665
GB_GCA_002305045.1	UBA1409 sp002305045
RS_GCF_001457415.1	Gorillibacterium timonense
GB_GCA_001796335.1	UBA12087 sp001796335
RS_GCF_001557035.1	Reyranella sp001557035
RS_GCF_900162825.1	Psychrobacter piechaudii
RS_GCF_000190415.1	Odyssella thessalonicensis
RS_GCF_001434255.1	Lactobacillus_G diolivorans
GB_GCA_002706885.1	GCA-2706885 sp002706885
RS_GCF_000513295.1	Magnetospirillum gryphiswaldense
RS_GCF_002029235.1	Clostridium_AE oryzae
RS_GCF_000744185.1	Carnobacterium_A funditum
RS_GCF_000368085.1	Acinetobacter nosocomialis
RS_GCF_000687935.1	Polaribacter sp000687935
RS_GCF_002192415.1	Paenibacillus donghaensis
GB_GCA_002438405.1	Zag111 sp002438405
GB_GCA_003169235.1	Bog-473 sp003169235
GB_GCA_002715065.1	AAA300-D14 sp002715065
RS_GCF_002928115.1	Acinetobacter pittii_H
GB_GCA_003233535.1	SZUA-5 sp003233535
GB_GCA_003279655.1	Prochlorococcus_B sp003279655
GB_GCA_900320285.1	Mogibacterium sp900320285
GB_GCA_002842735.1	Porphyrobacter sp002842735
RS_GCF_000167995.1	Yersinia mollaretii
GB_GCA_003164215.1	UBA10103 sp003164215
RS_GCF_900290255.1	Sulfotelmatobacter kueseliae
RS_GCF_900112965.1	Streptomyces mirabilis_B
RS_GCF_001047675.1	Yersinia aleksiciae
GB_GCA_000208585.2	Escherichia sp000208585
RS_GCF_900112895.1	Succiniclasticum ruminis
RS_GCF_000519125.1	Desulfocurvus vexinensis
GB_GCA_002375465.1	Pacificimonas sp002375465
RS_GCF_001754075.1	Dorea faecis
RS_GCF_000527195.1	Streptomyces sp000527195
RS_GCF_900142035.1	Flavobacterium terrae
RS_GCF_000472485.1	Pontibacter actiniarum
RS_GCF_000974765.1	Sphingomonas_B changbaiensis
RS_GCF_003012935.1	Pannonibacter carbonis
RS_GCF_000685295.1	Hyphomonas oceanitis
RS_GCF_001008165.2	Porphyrobacter_A atlanticus
GB_GCA_002423965.1	UBA4975 sp002423965
GB_GCA_900315765.1	Prevotella sp900315765
GB_GCA_002477665.1	Chryseobacterium_A sp002477665
RS_GCF_000374485.1	Algicola sagamiensis
GB_GCA_001767195.1	2-12-FULL-68-19 sp001767195
GB_GCA_001941225.1	CAG-41 sp001941225
RS_GCF_000174175.1	Campylobacter_A rectus
RS_GCF_002220365.1	Caballeronia sordidicola_C
RS_GCF_000196515.1	Trichormus_B azollae
GB_GCA_002391075.1	UBA2834 sp002391075
GB_GCA_000364545.1	Fonsibacter sp000364545
GB_GCA_900316275.1	UBA2897 sp900316275
RS_GCF_000482505.1	Leptotrichia trevisanii
RS_GCF_001854325.1	Cupriavidus sp001854325
RS_GCF_000007205.1	Chlamydophila pneumoniae
RS_GCF_001012815.1	Vibrio mexicanus
RS_GCF_001650895.1	EhC02 sp001650895
RS_GCF_002556365.1	Bacillus_AW sp002556365
RS_GCF_000577335.1	Clostridium_E jeddahense
GB_GCA_002796995.1	Allorhizobium sp002796995
RS_GCF_002119345.1	Halomonas sp002119345
RS_GCF_000333955.1	Rhodococcus sp000333955
GB_GCA_002308095.1	TMED189 sp002308095
RS_GCF_003020585.1	Chryseobacterium sp003020585
GB_GCA_003210655.1	Prochlorococcus_A sp003210655
GB_GCA_002898615.1	HRBIN25 sp002898615
